Unnamed: 0,X,id,date,time,name,size,type,price,month_name
26760,26760,2015-011560,2015-07-12,18:38:14,bbq_ckn,M,chicken,16.75,July
26761,26761,2015-011560,2015-07-12,18:38:14,spicy_ital,L,supreme,20.75,July
26762,26762,2015-011560,2015-07-12,18:38:14,four_cheese,L,veggie,17.95,July
26763,26763,2015-011560,2015-07-12,18:38:14,five_cheese,L,veggie,18.5,July
26764,26764,2015-011561,2015-07-12,18:38:47,spicy_ital,L,supreme,20.75,July
26765,26765,2015-011561,2015-07-12,18:38:47,green_garden,S,veggie,12.0,July
26766,26766,2015-011561,2015-07-12,18:38:47,pepperoni,M,classic,12.5,July
26767,26767,2015-011562,2015-07-12,18:41:14,thai_ckn,L,chicken,20.75,July
26768,26768,2015-011562,2015-07-12,18:41:14,the_greek,XL,classic,25.5,July
26769,26769,2015-011562,2015-07-12,18:41:14,southw_ckn,L,chicken,20.75,July
26770,26770,2015-011562,2015-07-12,18:41:14,mexicana,L,veggie,20.25,July
26771,26771,2015-011563,2015-07-12,18:43:52,the_greek,XL,classic,25.5,July
26772,26772,2015-011563,2015-07-12,18:43:52,peppr_salami,L,supreme,20.75,July
26773,26773,2015-011563,2015-07-12,18:43:52,pep_msh_pep,L,classic,17.5,July
26774,26774,2015-011564,2015-07-12,18:45:05,four_cheese,L,veggie,17.95,July
26775,26775,2015-011564,2015-07-12,18:45:05,pepperoni,S,classic,9.75,July
26776,26776,2015-011565,2015-07-12,18:52:04,prsc_argla,S,supreme,12.5,July
26777,26777,2015-011566,2015-07-12,19:15:20,mexicana,M,veggie,16.0,July
26778,26778,2015-011566,2015-07-12,19:15:20,spinach_fet,L,veggie,20.25,July
26779,26779,2015-011567,2015-07-12,19:52:36,classic_dlx,M,classic,16.0,July
26780,26780,2015-011567,2015-07-12,19:52:36,ital_supr,M,supreme,16.5,July
26781,26781,2015-011568,2015-07-12,20:08:13,sicilian,M,supreme,16.25,July
26782,26782,2015-011568,2015-07-12,20:08:13,pepperoni,S,classic,9.75,July
26783,26783,2015-011569,2015-07-12,20:41:47,spicy_ital,M,supreme,16.5,July
26784,26784,2015-011569,2015-07-12,20:41:47,spinach_fet,L,veggie,20.25,July
26785,26785,2015-011570,2015-07-12,20:44:19,pepperoni,L,classic,15.25,July
26786,26786,2015-011571,2015-07-12,20:48:31,ital_cpcllo,M,classic,16.0,July
26787,26787,2015-011572,2015-07-12,21:08:50,calabrese,M,supreme,16.25,July
26788,26788,2015-011572,2015-07-12,21:08:50,prsc_argla,M,supreme,16.5,July
26789,26789,2015-011572,2015-07-12,21:08:50,spicy_ital,L,supreme,20.75,July
26790,26790,2015-011573,2015-07-12,21:19:17,sicilian,L,supreme,20.25,July
26791,26791,2015-011573,2015-07-12,21:19:17,sicilian,S,supreme,12.25,July
26792,26792,2015-011574,2015-07-12,21:30:10,peppr_salami,L,supreme,20.75,July
26793,26793,2015-011574,2015-07-12,21:30:10,pepperoni,L,classic,15.25,July
26794,26794,2015-011575,2015-07-12,21:57:54,spinach_fet,L,veggie,20.25,July
26795,26795,2015-011576,2015-07-12,22:09:07,spicy_ital,S,supreme,12.5,July
26796,26796,2015-011577,2015-07-12,22:09:09,spinach_supr,M,supreme,16.5,July
26797,26797,2015-011577,2015-07-12,22:09:09,big_meat,S,classic,12.0,July
26798,26798,2015-011577,2015-07-12,22:09:09,cali_ckn,S,chicken,12.75,July
26799,26799,2015-011577,2015-07-12,22:09:09,peppr_salami,M,supreme,16.5,July
26800,26800,2015-011578,2015-07-12,22:10:14,spinach_supr,S,supreme,12.5,July
26801,26801,2015-011578,2015-07-12,22:10:14,southw_ckn,M,chicken,16.75,July
26802,26802,2015-011578,2015-07-12,22:10:14,veggie_veg,L,veggie,20.25,July
26803,26803,2015-011579,2015-07-12,22:17:01,ital_supr,S,supreme,12.5,July
26804,26804,2015-011579,2015-07-12,22:17:01,calabrese,M,supreme,16.25,July
26805,26805,2015-011579,2015-07-12,22:17:01,four_cheese,L,veggie,17.95,July
26806,26806,2015-011579,2015-07-12,22:17:01,ital_cpcllo,S,classic,12.0,July
26807,26807,2015-011580,2015-07-12,23:02:51,prsc_argla,M,supreme,16.5,July
26808,26808,2015-011580,2015-07-12,23:02:51,ital_supr,L,supreme,20.75,July
26809,26809,2015-011581,2015-07-13,11:18:43,prsc_argla,L,supreme,20.75,July
26810,26810,2015-011581,2015-07-13,11:18:43,ital_veggie,L,veggie,21.0,July
26811,26811,2015-011582,2015-07-13,11:18:53,pep_msh_pep,S,classic,11.0,July
26812,26812,2015-011583,2015-07-13,11:28:40,cali_ckn,L,chicken,20.75,July
26813,26813,2015-011583,2015-07-13,11:28:40,sicilian,L,supreme,20.25,July
26814,26814,2015-011583,2015-07-13,11:28:40,napolitana,S,classic,12.0,July
26815,26815,2015-011584,2015-07-13,11:28:51,thai_ckn,L,chicken,20.75,July
26816,26816,2015-011585,2015-07-13,11:31:29,bbq_ckn,L,chicken,20.75,July
26817,26817,2015-011586,2015-07-13,11:38:36,ckn_pesto,L,chicken,20.75,July
26818,26818,2015-011586,2015-07-13,11:38:36,classic_dlx,M,classic,16.0,July
26819,26819,2015-011586,2015-07-13,11:38:36,cali_ckn,L,chicken,20.75,July
26820,26820,2015-011586,2015-07-13,11:38:36,five_cheese,L,veggie,18.5,July
26821,26821,2015-011586,2015-07-13,11:38:36,pepperoni,M,classic,12.5,July
26822,26822,2015-011587,2015-07-13,11:39:55,ckn_pesto,S,chicken,12.75,July
26823,26823,2015-011587,2015-07-13,11:39:55,ital_supr,S,supreme,12.5,July
26824,26824,2015-011587,2015-07-13,11:39:55,thai_ckn,L,chicken,20.75,July
26825,26825,2015-011587,2015-07-13,11:39:55,prsc_argla,S,supreme,12.5,July
26826,26826,2015-011588,2015-07-13,11:45:51,hawaiian,S,classic,10.5,July
26827,26827,2015-011589,2015-07-13,11:52:29,mediterraneo,L,veggie,20.25,July
26828,26828,2015-011589,2015-07-13,11:52:29,pepperoni,L,classic,15.25,July
26829,26829,2015-011590,2015-07-13,11:52:51,sicilian,M,supreme,16.25,July
26830,26830,2015-011591,2015-07-13,11:57:13,spinach_fet,M,veggie,16.0,July
26831,26831,2015-011592,2015-07-13,12:01:07,ckn_pesto,M,chicken,16.75,July
26832,26832,2015-011592,2015-07-13,12:01:07,ital_cpcllo,S,classic,12.0,July
26833,26833,2015-011593,2015-07-13,12:02:30,spinach_fet,M,veggie,16.0,July
26834,26834,2015-011593,2015-07-13,12:02:30,cali_ckn,M,chicken,16.75,July
26835,26835,2015-011594,2015-07-13,12:04:37,spinach_supr,L,supreme,20.75,July
26836,26836,2015-011594,2015-07-13,12:04:37,four_cheese,M,veggie,14.75,July
26837,26837,2015-011594,2015-07-13,12:04:37,calabrese,L,supreme,20.25,July
26838,26838,2015-011594,2015-07-13,12:04:37,the_greek,L,classic,20.5,July
26839,26839,2015-011594,2015-07-13,12:04:37,big_meat,S,classic,12.0,July
26840,26840,2015-011594,2015-07-13,12:04:37,pepperoni,S,classic,9.75,July
26841,26841,2015-011594,2015-07-13,12:04:37,southw_ckn,S,chicken,12.75,July
26842,26842,2015-011594,2015-07-13,12:04:37,bbq_ckn,L,chicken,20.75,July
26843,26843,2015-011594,2015-07-13,12:04:37,ckn_alfredo,M,chicken,16.75,July
26844,26844,2015-011594,2015-07-13,12:04:37,soppressata,S,supreme,12.5,July
26845,26845,2015-011594,2015-07-13,12:04:37,brie_carre,S,supreme,23.65,July
26846,26846,2015-011595,2015-07-13,12:09:47,prsc_argla,L,supreme,20.75,July
26847,26847,2015-011595,2015-07-13,12:09:47,mediterraneo,L,veggie,20.25,July
26848,26848,2015-011595,2015-07-13,12:09:47,spicy_ital,L,supreme,20.75,July
26849,26849,2015-011596,2015-07-13,12:11:51,bbq_ckn,M,chicken,16.75,July
26850,26850,2015-011597,2015-07-13,12:22:13,ital_cpcllo,M,classic,16.0,July
26851,26851,2015-011598,2015-07-13,13:18:19,southw_ckn,S,chicken,12.75,July
26852,26852,2015-011599,2015-07-13,13:37:50,classic_dlx,M,classic,16.0,July
26853,26853,2015-011599,2015-07-13,13:37:50,prsc_argla,L,supreme,20.75,July
26854,26854,2015-011599,2015-07-13,13:37:50,thai_ckn,M,chicken,16.75,July
26855,26855,2015-011599,2015-07-13,13:37:50,classic_dlx,M,classic,16.0,July
26856,26856,2015-011599,2015-07-13,13:37:50,pep_msh_pep,M,classic,14.5,July
26857,26857,2015-011599,2015-07-13,13:37:50,ital_supr,M,supreme,16.5,July
26858,26858,2015-011599,2015-07-13,13:37:50,brie_carre,S,supreme,23.65,July
26859,26859,2015-011599,2015-07-13,13:37:50,brie_carre,S,supreme,23.65,July
26860,26860,2015-011599,2015-07-13,13:37:50,hawaiian,L,classic,16.5,July
26861,26861,2015-011599,2015-07-13,13:37:50,pepperoni,L,classic,15.25,July
26862,26862,2015-011599,2015-07-13,13:37:50,hawaiian,M,classic,13.25,July
26863,26863,2015-011600,2015-07-13,13:38:37,spinach_fet,L,veggie,20.25,July
26864,26864,2015-011601,2015-07-13,13:47:09,four_cheese,L,veggie,17.95,July
26865,26865,2015-011601,2015-07-13,13:47:09,bbq_ckn,M,chicken,16.75,July
26866,26866,2015-011602,2015-07-13,13:50:20,hawaiian,S,classic,10.5,July
26867,26867,2015-011603,2015-07-13,13:53:58,sicilian,M,supreme,16.25,July
26868,26868,2015-011603,2015-07-13,13:53:58,the_greek,L,classic,20.5,July
26869,26869,2015-011603,2015-07-13,13:53:58,spinach_fet,M,veggie,16.0,July
26870,26870,2015-011603,2015-07-13,13:53:58,ital_supr,M,supreme,16.5,July
26871,26871,2015-011604,2015-07-13,14:24:00,southw_ckn,M,chicken,16.75,July
26872,26872,2015-011605,2015-07-13,14:30:53,hawaiian,S,classic,10.5,July
26873,26873,2015-011605,2015-07-13,14:30:53,four_cheese,L,veggie,17.95,July
26874,26874,2015-011605,2015-07-13,14:30:53,thai_ckn,L,chicken,20.75,July
26875,26875,2015-011606,2015-07-13,15:01:18,spicy_ital,L,supreme,20.75,July
26876,26876,2015-011606,2015-07-13,15:01:18,classic_dlx,M,classic,16.0,July
26877,26877,2015-011607,2015-07-13,15:33:13,southw_ckn,L,chicken,20.75,July
26878,26878,2015-011607,2015-07-13,15:33:13,cali_ckn,M,chicken,16.75,July
26879,26879,2015-011608,2015-07-13,15:33:26,pepperoni,S,classic,9.75,July
26880,26880,2015-011608,2015-07-13,15:33:26,four_cheese,L,veggie,17.95,July
26881,26881,2015-011608,2015-07-13,15:33:26,hawaiian,S,classic,10.5,July
26882,26882,2015-011608,2015-07-13,15:33:26,southw_ckn,L,chicken,20.75,July
26883,26883,2015-011609,2015-07-13,15:50:26,southw_ckn,L,chicken,20.75,July
26884,26884,2015-011610,2015-07-13,16:08:36,prsc_argla,M,supreme,16.5,July
26885,26885,2015-011610,2015-07-13,16:08:36,bbq_ckn,L,chicken,20.75,July
26886,26886,2015-011611,2015-07-13,16:15:28,classic_dlx,L,classic,20.5,July
26887,26887,2015-011611,2015-07-13,16:15:28,spicy_ital,S,supreme,12.5,July
26888,26888,2015-011612,2015-07-13,16:23:39,mexicana,M,veggie,16.0,July
26889,26889,2015-011612,2015-07-13,16:23:39,five_cheese,L,veggie,18.5,July
26890,26890,2015-011613,2015-07-13,16:38:34,prsc_argla,S,supreme,12.5,July
26891,26891,2015-011614,2015-07-13,17:11:41,pepperoni,S,classic,9.75,July
26892,26892,2015-011614,2015-07-13,17:11:41,brie_carre,S,supreme,23.65,July
26893,26893,2015-011614,2015-07-13,17:11:41,hawaiian,L,classic,16.5,July
26894,26894,2015-011614,2015-07-13,17:11:41,ital_cpcllo,M,classic,16.0,July
26895,26895,2015-011615,2015-07-13,17:12:05,cali_ckn,S,chicken,12.75,July
26896,26896,2015-011616,2015-07-13,17:28:25,classic_dlx,S,classic,12.0,July
26897,26897,2015-011616,2015-07-13,17:28:25,veggie_veg,S,veggie,12.0,July
26898,26898,2015-011616,2015-07-13,17:28:25,veggie_veg,M,veggie,16.0,July
26899,26899,2015-011616,2015-07-13,17:28:25,sicilian,S,supreme,12.25,July
26900,26900,2015-011617,2015-07-13,17:34:28,the_greek,M,classic,16.0,July
26901,26901,2015-011618,2015-07-13,17:54:32,veggie_veg,S,veggie,12.0,July
26902,26902,2015-011619,2015-07-13,17:54:33,ital_supr,M,supreme,16.5,July
26903,26903,2015-011620,2015-07-13,18:05:54,ital_supr,S,supreme,12.5,July
26904,26904,2015-011620,2015-07-13,18:05:54,southw_ckn,L,chicken,20.75,July
26905,26905,2015-011620,2015-07-13,18:05:54,hawaiian,S,classic,10.5,July
26906,26906,2015-011621,2015-07-13,18:11:46,four_cheese,L,veggie,17.95,July
26907,26907,2015-011621,2015-07-13,18:11:46,spinach_fet,L,veggie,20.25,July
26908,26908,2015-011622,2015-07-13,18:16:55,sicilian,S,supreme,12.25,July
26909,26909,2015-011623,2015-07-13,18:27:55,hawaiian,S,classic,10.5,July
26910,26910,2015-011623,2015-07-13,18:27:55,five_cheese,L,veggie,18.5,July
26911,26911,2015-011623,2015-07-13,18:27:55,big_meat,S,classic,12.0,July
26912,26912,2015-011624,2015-07-13,18:32:37,bbq_ckn,M,chicken,16.75,July
26913,26913,2015-011625,2015-07-13,18:41:42,sicilian,M,supreme,16.25,July
26914,26914,2015-011625,2015-07-13,18:41:42,prsc_argla,M,supreme,16.5,July
26915,26915,2015-011626,2015-07-13,19:01:05,cali_ckn,M,chicken,16.75,July
26916,26916,2015-011626,2015-07-13,19:01:05,ital_veggie,M,veggie,16.75,July
26917,26917,2015-011626,2015-07-13,19:01:05,four_cheese,L,veggie,17.95,July
26918,26918,2015-011627,2015-07-13,19:12:17,ckn_alfredo,M,chicken,16.75,July
26919,26919,2015-011628,2015-07-13,19:15:35,brie_carre,S,supreme,23.65,July
26920,26920,2015-011628,2015-07-13,19:15:35,the_greek,XL,classic,25.5,July
26921,26921,2015-011628,2015-07-13,19:15:35,five_cheese,L,veggie,18.5,July
26922,26922,2015-011628,2015-07-13,19:15:35,ckn_alfredo,M,chicken,16.75,July
26923,26923,2015-011629,2015-07-13,19:23:12,pepperoni,S,classic,9.75,July
26924,26924,2015-011629,2015-07-13,19:23:12,hawaiian,S,classic,10.5,July
26925,26925,2015-011629,2015-07-13,19:23:12,peppr_salami,S,supreme,12.5,July
26926,26926,2015-011629,2015-07-13,19:23:12,the_greek,XL,classic,25.5,July
26927,26927,2015-011630,2015-07-13,19:44:50,spicy_ital,L,supreme,20.75,July
26928,26928,2015-011631,2015-07-13,19:47:07,big_meat,S,classic,12.0,July
26929,26929,2015-011632,2015-07-13,19:51:28,thai_ckn,L,chicken,20.75,July
26930,26930,2015-011633,2015-07-13,20:19:31,spinach_fet,S,veggie,12.0,July
26931,26931,2015-011633,2015-07-13,20:19:31,spicy_ital,L,supreme,20.75,July
26932,26932,2015-011634,2015-07-13,21:16:50,mexicana,S,veggie,12.0,July
26933,26933,2015-011635,2015-07-14,11:27:09,five_cheese,L,veggie,18.5,July
26934,26934,2015-011636,2015-07-14,11:33:28,ital_supr,M,supreme,16.5,July
26935,26935,2015-011636,2015-07-14,11:33:28,spinach_fet,S,veggie,12.0,July
26936,26936,2015-011637,2015-07-14,11:56:49,spicy_ital,L,supreme,20.75,July
26937,26937,2015-011638,2015-07-14,11:57:35,mexicana,M,veggie,16.0,July
26938,26938,2015-011639,2015-07-14,12:04:06,prsc_argla,M,supreme,16.5,July
26939,26939,2015-011639,2015-07-14,12:04:06,prsc_argla,M,supreme,16.5,July
26940,26940,2015-011639,2015-07-14,12:04:06,five_cheese,L,veggie,18.5,July
26941,26941,2015-011639,2015-07-14,12:04:06,southw_ckn,L,chicken,20.75,July
26942,26942,2015-011640,2015-07-14,12:10:47,mexicana,M,veggie,16.0,July
26943,26943,2015-011641,2015-07-14,12:11:07,ital_supr,L,supreme,20.75,July
26944,26944,2015-011642,2015-07-14,12:22:22,spicy_ital,L,supreme,20.75,July
26945,26945,2015-011643,2015-07-14,12:33:10,sicilian,S,supreme,12.25,July
26946,26946,2015-011644,2015-07-14,12:55:41,hawaiian,L,classic,16.5,July
26947,26947,2015-011645,2015-07-14,12:56:03,pep_msh_pep,S,classic,11.0,July
26948,26948,2015-011645,2015-07-14,12:56:03,soppressata,L,supreme,20.75,July
26949,26949,2015-011646,2015-07-14,12:58:04,ital_cpcllo,L,classic,20.5,July
26950,26950,2015-011646,2015-07-14,12:58:04,ital_cpcllo,M,classic,16.0,July
26951,26951,2015-011646,2015-07-14,12:58:04,spicy_ital,L,supreme,20.75,July
26952,26952,2015-011647,2015-07-14,12:59:14,bbq_ckn,L,chicken,20.75,July
26953,26953,2015-011648,2015-07-14,13:00:55,green_garden,L,veggie,20.25,July
26954,26954,2015-011648,2015-07-14,13:00:55,ital_supr,L,supreme,20.75,July
26955,26955,2015-011649,2015-07-14,13:02:52,cali_ckn,L,chicken,20.75,July
26956,26956,2015-011650,2015-07-14,13:05:21,ital_cpcllo,L,classic,20.5,July
26957,26957,2015-011650,2015-07-14,13:05:21,pep_msh_pep,M,classic,14.5,July
26958,26958,2015-011650,2015-07-14,13:05:21,spin_pesto,S,veggie,12.5,July
26959,26959,2015-011651,2015-07-14,13:05:54,big_meat,S,classic,12.0,July
26960,26960,2015-011651,2015-07-14,13:05:54,southw_ckn,M,chicken,16.75,July
26961,26961,2015-011651,2015-07-14,13:05:54,sicilian,M,supreme,16.25,July
26962,26962,2015-011652,2015-07-14,13:15:57,spicy_ital,L,supreme,20.75,July
26963,26963,2015-011653,2015-07-14,13:20:30,pepperoni,M,classic,12.5,July
26964,26964,2015-011654,2015-07-14,13:20:41,ital_veggie,S,veggie,12.75,July
26965,26965,2015-011654,2015-07-14,13:20:41,four_cheese,M,veggie,14.75,July
26966,26966,2015-011655,2015-07-14,13:36:45,cali_ckn,L,chicken,20.75,July
26967,26967,2015-011655,2015-07-14,13:36:45,big_meat,S,classic,12.0,July
26968,26968,2015-011655,2015-07-14,13:36:45,bbq_ckn,L,chicken,20.75,July
26969,26969,2015-011655,2015-07-14,13:36:45,mexicana,M,veggie,16.0,July
26970,26970,2015-011655,2015-07-14,13:36:45,mediterraneo,L,veggie,20.25,July
26971,26971,2015-011655,2015-07-14,13:36:45,spicy_ital,L,supreme,20.75,July
26972,26972,2015-011655,2015-07-14,13:36:45,prsc_argla,L,supreme,20.75,July
26973,26973,2015-011655,2015-07-14,13:36:45,five_cheese,L,veggie,18.5,July
26974,26974,2015-011655,2015-07-14,13:36:45,ital_cpcllo,S,classic,12.0,July
26975,26975,2015-011655,2015-07-14,13:36:45,ital_cpcllo,M,classic,16.0,July
26976,26976,2015-011656,2015-07-14,13:47:16,napolitana,M,classic,16.0,July
26977,26977,2015-011656,2015-07-14,13:47:16,the_greek,XL,classic,25.5,July
26978,26978,2015-011657,2015-07-14,14:03:28,five_cheese,L,veggie,18.5,July
26979,26979,2015-011658,2015-07-14,14:11:45,thai_ckn,L,chicken,20.75,July
26980,26980,2015-011658,2015-07-14,14:11:45,spinach_fet,S,veggie,12.0,July
26981,26981,2015-011659,2015-07-14,14:21:28,cali_ckn,L,chicken,20.75,July
26982,26982,2015-011659,2015-07-14,14:21:28,big_meat,S,classic,12.0,July
26983,26983,2015-011660,2015-07-14,15:18:58,spinach_fet,M,veggie,16.0,July
26984,26984,2015-011661,2015-07-14,15:21:38,calabrese,M,supreme,16.25,July
26985,26985,2015-011662,2015-07-14,15:36:24,ital_cpcllo,L,classic,20.5,July
26986,26986,2015-011662,2015-07-14,15:36:24,spicy_ital,M,supreme,16.5,July
26987,26987,2015-011663,2015-07-14,15:48:22,prsc_argla,M,supreme,16.5,July
26988,26988,2015-011664,2015-07-14,15:57:02,ital_veggie,L,veggie,21.0,July
26989,26989,2015-011665,2015-07-14,16:12:42,pepperoni,L,classic,15.25,July
26990,26990,2015-011665,2015-07-14,16:12:42,southw_ckn,L,chicken,20.75,July
26991,26991,2015-011666,2015-07-14,16:14:43,five_cheese,L,veggie,18.5,July
26992,26992,2015-011666,2015-07-14,16:14:43,veggie_veg,M,veggie,16.0,July
26993,26993,2015-011666,2015-07-14,16:14:43,southw_ckn,L,chicken,20.75,July
26994,26994,2015-011667,2015-07-14,16:37:35,ital_supr,M,supreme,16.5,July
26995,26995,2015-011667,2015-07-14,16:37:35,cali_ckn,S,chicken,12.75,July
26996,26996,2015-011667,2015-07-14,16:37:35,bbq_ckn,S,chicken,12.75,July
26997,26997,2015-011668,2015-07-14,16:58:21,pepperoni,M,classic,12.5,July
26998,26998,2015-011668,2015-07-14,16:58:21,four_cheese,M,veggie,14.75,July
26999,26999,2015-011669,2015-07-14,17:08:30,spinach_supr,S,supreme,12.5,July
27000,27000,2015-011669,2015-07-14,17:08:30,southw_ckn,S,chicken,12.75,July
27001,27001,2015-011670,2015-07-14,17:13:03,five_cheese,L,veggie,18.5,July
27002,27002,2015-011670,2015-07-14,17:13:03,soppressata,M,supreme,16.5,July
27003,27003,2015-011671,2015-07-14,17:45:20,big_meat,S,classic,12.0,July
27004,27004,2015-011671,2015-07-14,17:45:20,spinach_fet,L,veggie,20.25,July
27005,27005,2015-011671,2015-07-14,17:45:20,cali_ckn,L,chicken,20.75,July
27006,27006,2015-011672,2015-07-14,18:09:50,sicilian,S,supreme,12.25,July
27007,27007,2015-011672,2015-07-14,18:09:50,calabrese,L,supreme,20.25,July
27008,27008,2015-011672,2015-07-14,18:09:50,cali_ckn,S,chicken,12.75,July
27009,27009,2015-011673,2015-07-14,18:37:22,bbq_ckn,S,chicken,12.75,July
27010,27010,2015-011673,2015-07-14,18:37:22,hawaiian,L,classic,16.5,July
27011,27011,2015-011674,2015-07-14,18:58:09,southw_ckn,S,chicken,12.75,July
27012,27012,2015-011675,2015-07-14,19:05:03,big_meat,S,classic,12.0,July
27013,27013,2015-011675,2015-07-14,19:05:03,spicy_ital,S,supreme,12.5,July
27014,27014,2015-011675,2015-07-14,19:05:03,green_garden,M,veggie,16.0,July
27015,27015,2015-011676,2015-07-14,19:07:51,five_cheese,L,veggie,18.5,July
27016,27016,2015-011676,2015-07-14,19:07:51,cali_ckn,L,chicken,20.75,July
27017,27017,2015-011676,2015-07-14,19:07:51,hawaiian,L,classic,16.5,July
27018,27018,2015-011677,2015-07-14,19:20:16,prsc_argla,S,supreme,12.5,July
27019,27019,2015-011678,2015-07-14,19:35:55,ital_supr,L,supreme,20.75,July
27020,27020,2015-011679,2015-07-14,19:39:14,big_meat,S,classic,12.0,July
27021,27021,2015-011680,2015-07-14,19:39:40,cali_ckn,L,chicken,20.75,July
27022,27022,2015-011680,2015-07-14,19:39:40,prsc_argla,S,supreme,12.5,July
27023,27023,2015-011681,2015-07-14,19:40:46,spicy_ital,L,supreme,20.75,July
27024,27024,2015-011681,2015-07-14,19:40:46,four_cheese,M,veggie,14.75,July
27025,27025,2015-011681,2015-07-14,19:40:46,four_cheese,M,veggie,14.75,July
27026,27026,2015-011681,2015-07-14,19:40:46,peppr_salami,M,supreme,16.5,July
27027,27027,2015-011682,2015-07-14,19:41:58,pep_msh_pep,S,classic,11.0,July
27028,27028,2015-011682,2015-07-14,19:41:58,pep_msh_pep,L,classic,17.5,July
27029,27029,2015-011683,2015-07-14,19:47:01,spicy_ital,S,supreme,12.5,July
27030,27030,2015-011684,2015-07-14,19:52:25,thai_ckn,S,chicken,12.75,July
27031,27031,2015-011684,2015-07-14,19:52:25,spinach_fet,S,veggie,12.0,July
27032,27032,2015-011685,2015-07-14,19:53:12,green_garden,M,veggie,16.0,July
27033,27033,2015-011685,2015-07-14,19:53:12,big_meat,S,classic,12.0,July
27034,27034,2015-011686,2015-07-14,20:02:00,cali_ckn,L,chicken,20.75,July
27035,27035,2015-011686,2015-07-14,20:02:00,ckn_pesto,S,chicken,12.75,July
27036,27036,2015-011686,2015-07-14,20:02:00,veggie_veg,S,veggie,12.0,July
27037,27037,2015-011686,2015-07-14,20:02:00,hawaiian,L,classic,16.5,July
27038,27038,2015-011687,2015-07-14,20:16:03,mediterraneo,L,veggie,20.25,July
27039,27039,2015-011687,2015-07-14,20:16:03,sicilian,S,supreme,12.25,July
27040,27040,2015-011687,2015-07-14,20:16:03,cali_ckn,M,chicken,16.75,July
27041,27041,2015-011688,2015-07-14,20:54:37,classic_dlx,S,classic,12.0,July
27042,27042,2015-011689,2015-07-14,20:57:33,spicy_ital,L,supreme,20.75,July
27043,27043,2015-011690,2015-07-14,21:13:22,pepperoni,M,classic,12.5,July
27044,27044,2015-011690,2015-07-14,21:13:22,five_cheese,L,veggie,18.5,July
27045,27045,2015-011690,2015-07-14,21:13:22,prsc_argla,M,supreme,16.5,July
27046,27046,2015-011690,2015-07-14,21:13:22,bbq_ckn,S,chicken,12.75,July
27047,27047,2015-011691,2015-07-14,21:14:05,ital_supr,M,supreme,16.5,July
27048,27048,2015-011692,2015-07-14,22:21:02,ckn_alfredo,M,chicken,16.75,July
27049,27049,2015-011692,2015-07-14,22:21:02,ital_cpcllo,L,classic,20.5,July
27050,27050,2015-011693,2015-07-14,22:29:25,bbq_ckn,S,chicken,12.75,July
27051,27051,2015-011693,2015-07-14,22:29:25,spin_pesto,S,veggie,12.5,July
27052,27052,2015-011694,2015-07-15,11:29:28,big_meat,S,classic,12.0,July
27053,27053,2015-011694,2015-07-15,11:29:28,pepperoni,L,classic,15.25,July
27054,27054,2015-011694,2015-07-15,11:29:28,cali_ckn,L,chicken,20.75,July
27055,27055,2015-011695,2015-07-15,11:39:07,four_cheese,L,veggie,17.95,July
27056,27056,2015-011695,2015-07-15,11:39:07,pep_msh_pep,M,classic,14.5,July
27057,27057,2015-011696,2015-07-15,11:47:38,pepperoni,S,classic,9.75,July
27058,27058,2015-011696,2015-07-15,11:47:38,soppressata,L,supreme,20.75,July
27059,27059,2015-011696,2015-07-15,11:47:38,peppr_salami,L,supreme,20.75,July
27060,27060,2015-011696,2015-07-15,11:47:38,the_greek,XL,classic,25.5,July
27061,27061,2015-011697,2015-07-15,11:49:26,prsc_argla,M,supreme,16.5,July
27062,27062,2015-011697,2015-07-15,11:49:26,peppr_salami,L,supreme,20.75,July
27063,27063,2015-011697,2015-07-15,11:49:26,spinach_fet,L,veggie,20.25,July
27064,27064,2015-011698,2015-07-15,12:03:28,the_greek,S,classic,12.0,July
27065,27065,2015-011699,2015-07-15,12:05:13,hawaiian,S,classic,10.5,July
27066,27066,2015-011699,2015-07-15,12:05:13,spinach_fet,M,veggie,16.0,July
27067,27067,2015-011699,2015-07-15,12:05:13,thai_ckn,S,chicken,12.75,July
27068,27068,2015-011700,2015-07-15,12:06:27,sicilian,S,supreme,12.25,July
27069,27069,2015-011701,2015-07-15,12:19:51,napolitana,S,classic,12.0,July
27070,27070,2015-011702,2015-07-15,12:22:25,sicilian,M,supreme,16.25,July
27071,27071,2015-011703,2015-07-15,12:24:20,sicilian,S,supreme,12.25,July
27072,27072,2015-011703,2015-07-15,12:24:20,prsc_argla,M,supreme,16.5,July
27073,27073,2015-011704,2015-07-15,12:31:03,ckn_alfredo,M,chicken,16.75,July
27074,27074,2015-011705,2015-07-15,12:32:39,ckn_pesto,M,chicken,16.75,July
27075,27075,2015-011706,2015-07-15,12:34:23,four_cheese,L,veggie,17.95,July
27076,27076,2015-011706,2015-07-15,12:34:23,thai_ckn,L,chicken,20.75,July
27077,27077,2015-011706,2015-07-15,12:34:23,ital_cpcllo,M,classic,16.0,July
27078,27078,2015-011706,2015-07-15,12:34:23,sicilian,L,supreme,20.25,July
27079,27079,2015-011706,2015-07-15,12:34:23,pep_msh_pep,S,classic,11.0,July
27080,27080,2015-011706,2015-07-15,12:34:23,mexicana,L,veggie,20.25,July
27081,27081,2015-011706,2015-07-15,12:34:23,the_greek,XL,classic,25.5,July
